negative	品质	800万摄像头一般
positive	功能	3、应用体验：经过优化的安卓4.0系统体验非常好
positive	功能	就像上面说的操作很顺滑
positive	品质	高清视频非常流畅
positive	设计	而且还有很多人性化的细节
negative	功能	操作也不够准确
positive	价格	性价比非常高
negative	品质	越来越受不了ip4的听筒音量
negative	品质	ip4越来越力不从心
negative	品质	5、对ip5和ios6比较严重的失望
negative	功能	但是总是觉得系统和ui不是很好
negative	功能	但是总是觉得系统和ui不是很好
negative	设计	并且自己不喜欢note不标准的分辨率
negative	功能	可是1g的ram又感觉不给力
positive	功能	1、在系统的操作上没有感觉比ip差
positive	品质	觉得还是cpu和内存给力
positive	品质	觉得还是cpu和内存给力
negative	设计	游戏么
negative	品质	2、屏幕确实有点灰蒙蒙的感觉
positive	品质	3、使用的便利性上要远远超过ip
negative	功能	4、昨天手机提示升级
positive	品质	5、电池很给力
positive	功能	6、信号不错
negative	品质	7、跟同事的s3屏幕比较
positive	品质	三星的屏幕向来效果出众
negative	设计	缺点：尺寸是有点大
positive	设计	做工称得上工整
positive	设计	最大的卖点手写笔手感还好
positive	功能	特色：当多媒体工具使用感觉很爽
positive	功能	看电影也相当爽
negative	品质	显示：9220屏幕颜色来讲要比9100差一些
negative	品质	具体说就是对比度差
negative	设计	颜色发白
positive	设计	但是颗粒感我觉得还是比9100小
positive	品质	显示效果不错
positive	品质	电池：续航能力上
positive	品质	原装电池最少能用两天
negative	设计	软件：软件兼容性上面有些不爽
positive	设计	耳机上多个声音大小调节
positive	价格	首先不得不说这是一款性价比非常不错的低端智能机
positive	功能	感觉高通入门级双核cup表现还是不错的
positive	设计	该有的功能都有而且手感也还不错
negative	设计	没有闪光灯和不能对焦有那么点坑爹
negative	设计	没有闪光灯和不能对焦有那么点坑爹
positive	品质	总的来说是一款性价比很高的双核双卡双待联通3g手机
positive	品质	性能超出你的期待
positive	设计	至少本人觉得外观比onex好看
positive	设计	1：外观
positive	品质	2：性能
positive	功能	软件游戏没卡顿
positive	设计	字体清晰
positive	品质	屏幕不知道是不是我的视力问题
positive	设计	3：ui
positive	品质	4：电池续航
positive	功能	另：导航gps搜星超快
positive	品质	自带耳机听歌音质还可以
positive	设计	1.手机造型美观
positive	设计	手机造型个人认为不错
positive	设计	但是造型算是很不错的
positive	品质	铝合金的材质很加分
positive	功能	2.充电快
negative	功能	这款手机电池虽然容量并不是太高1300ma
positive	功能	但是充电很快的
positive	设计	3.sony自带的界面ui很美观
positive	功能	整个系统的使用非常顺畅
positive	设计	ui的设计很不错
positive	设计	4.配置较主流
negative	设计	1.手机的工艺细节上有少许的不满意的地方
negative	服务	还有一点就是充电插口和hvi的高清接口是没有盖子
negative	设计	2.画面颜色有点点偏色
negative	功能	3.电池无法更换
negative	设计	4.iu界面虽然很美观
positive	设计	手感也很好
positive	设计	修长的身形
positive	设计	那个色彩
positive	设计	色彩还原度也很好
positive	功能	而且拍照速度很快
positive	功能	最为特色的就是全景拍摄的功能
positive	功能	iphone5的速度的确很快
positive	设计	3、让我惊奇的地方：首先是siri
positive	设计	勿扰模式也很好
positive	功能	个人热点也很好
negative	功能	不能无线充电
negative	设计	没有fm模块
positive	功能	免费500m的td网络还是不错的
negative	设计	2，没有谷歌服务框架
negative	品质	3，通话声音实在太小
negative	品质	听筒实在不敢恭维
negative	功能	4，wifi连接不稳定
negative	功能	5，应用病毒广告很多
positive	设计	感觉ios系统在流程性及安全性方面做得更好
positive	设计	还是一些非常人性化的功能
positive	功能	另外一个就是滑动速度
positive	功能	切换速度
positive	设计	设计也很棒
negative	设计	但相对之前的iphone4/4s来说我感觉反而失去点质感
negative	功能	用的是苹果自己的地图
negative	功能	另外一个就是iphone5现在很多软件还不兼容
positive	设计	首先是外观
positive	设计	然后是系统
positive	功能	拍照等等
positive	设计	它的应用程序
positive	设计	磨砂后背手感巨佳
positive	设计	做工非常好
positive	设计	正面光洁的玻璃
positive	设计	侧面泛着黑光的陶瓷按键
positive	设计	背面镶嵌在一片蓝色中的锆质镜头
positive	设计	加上底部精细的透音孔
positive	功能	3）相机确实很牛
positive	功能	4）屏幕用钥匙尖就能操控自如
positive	设计	6）诺基亚地图确实不错
positive	设计	gps导航具备我的gamingps的一切功能
positive	功能	7）城市万花筒很好玩很实用
positive	功能	8）音乐播放比我的thinkpadt520音效更好
negative	功能	电池耗电速度比ipad快
negative	使用	操作系统复杂
positive	功能	我和朋友的屏幕都没有出现黄斑
positive	功能	也观察待机
positive	品质	htcx的屏幕
negative	品质	1.手机铃声小。（基本能够忍受
negative	功能	2.手机信号从来没有满格
negative	品质	4.电池太x
positive	品质	5.当然也有优点：清晰、照相还行、网速还可以
positive	品质	5.当然也有优点：清晰、照相还行、网速还可以
negative	价格	价格跌的较快
negative	品质	1、电池
positive	设计	分辨率很高
positive	功能	操作很快很流畅
negative	功能	但玩起游戏来耗电实在太快
negative	品质	2、发热问题
negative	功能	3、sim卡插槽上端及背面金属logo下端和机身间缝隙过大
positive	设计	1、外形太骚
positive	设计	2、呼吸灯设计很不错
positive	品质	3、屏幕牛逼
positive	品质	画质锐利
positive	设计	色彩浓郁
positive	品质	4、处理器还算给力
positive	功能	游戏流畅度和4s差不多
positive	功能	5、涂层比想象中的好
positive	功能	6、拍照功能和效果比较强大
positive	功能	6、拍照功能和效果比较强大
positive	功能	但是这款手机的拍照效果总体来说还是算不错的
negative	功能	自动白平衡没有4s准
positive	设计	内置的相机功能很丰富
positive	功能	还带5点自动对焦点对焦速度不错
positive	功能	质量做工外观技术流畅都是优点
positive	功能	质量做工外观技术流畅都是优点
positive	功能	质量做工外观技术流畅都是优点
positive	功能	质量做工外观技术流畅都是优点
positive	设计	个人最喜欢城市万花筒这个东西
positive	功能	老实用线充超灵敏触摸屏
positive	功能	老爸说字好大
negative	功能	1、wp8还不是非常完善
negative	品质	2、屏幕略大
negative	品质	4、电池还是不太够
negative	功能	1、手机主界面操作会有小卡的情况
positive	品质	2、屏幕显示效果出色
negative	功能	操控的时候画面感应等确实不如iphone
negative	功能	4、拍照在暗处表现一般
negative	品质	电池待机能力一般
positive	设计	再是黑色ip5比例很协调
positive	功能	运行速度上快不少
positive	品质	摄像头逆天
positive	品质	用几天i9220的感受5.3屏实在优
positive	设计	2导航
positive	品质	大屏幕
positive	品质	这个最大好处还是屏幕大
positive	品质	4电话没有觉得不方便
positive	设计	界面设计的很好
positive	功能	5短消息我觉得比苹果方便
positive	功能	而且下载的电影直接copy就可以看
positive	品质	g18屏幕大
positive	品质	分辨率高
positive	品质	显示细腻
positive	设计	外观上相比g14多加上一些红色点缀
positive	功能	魔声音效很震撼
positive	设计	手机系统界面华丽
negative	设计	虽然手机的尺寸并不算很薄
positive	功能	手机运行还是非常流畅
positive	功能	开机速度超快
positive	功能	玩游戏也非常流畅
positive	设计	3.0界面很人性化
negative	功能	音量按键太灵敏
positive	品质	1、屏幕非常艳丽
positive	品质	2、屏幕触控性好
positive	功能	3、拓展功能丰富
positive	设计	4、支持gps功能
negative	设计	1、缺少很多实用功能
negative	设计	2、没有方向导航键
negative	功能	3、机器太过于智能
negative	品质	一、号称72小时待机
negative	功能	二、短信铃声不能自定义本地音乐、要打开手机的快速重启才支持关机闹铃
negative	品质	三、照相机号称800w
negative	品质	四、充电器好像只能用华为的专用充电器
negative	设计	2、机器手感偏轻
negative	品质	3、入手水货质量一般
positive	设计	1、索尼lt26ixperias外形时尚大气
positive	设计	做工精致耐看
positive	品质	2、屏幕很大很精细
positive	品质	分辨率超高
positive	设计	3、ui设计很人性化
positive	功能	内置很多软件很贴心、很方便、很实用
positive	功能	4、拍照功能无与伦比
positive	功能	启动、对焦、成像都是一流的
positive	功能	启动、对焦、成像都是一流的
positive	功能	启动、对焦、成像都是一流的
negative	设计	1、索尼lt26ixperias手机外形偏厚
negative	设计	握持不舒服
negative	品质	2、手机听筒及外放声音偏小
negative	功能	3、手机触摸操作不够流畅
negative	功能	尤其是返回键有卡顿现象
negative	功能	操作的流畅度甚至不如三星i9000
negative	品质	4、屏幕偏暗
negative	设计	色彩不鲜艳
negative	品质	分辨率太高
negative	设计	字体偏小
positive	设计	再说920t外观没的说
positive	品质	屏幕更是出色
positive	设计	和900一样的导航、地图都是亮点
positive	设计	和900一样的导航、地图都是亮点
positive	功能	wp8的体验比7.5更加华丽
positive	品质	相机更是手机中的佼佼者
positive	功能	与电脑连接比7.5也方便一些
negative	设计	仍是系统的问题
negative	品质	电池续航力也没有什么提高
negative	品质	但是好在无线充电非常好
negative	设计	1、机身很大
positive	设计	不过机身还是很薄的
positive	品质	2、屏幕漂亮
negative	功能	4、外放音乐效果差强人意
positive	品质	6、摄像头是重点
negative	品质	1、待机时间：蛋痛
negative	品质	屏幕真耗电
negative	品质	毕竟cpu、屏幕都耗电些
negative	品质	毕竟cpu、屏幕都耗电些
positive	品质	2、屏幕：很好
positive	功能	3、系统运行：非常流畅
negative	功能	5.0.1的iphone4毕竟硬件有点跟不上一些软件
positive	设计	4、外观：惊艳
negative	品质	但细节不如iphone4
positive	设计	onex的外观的确是最大亮点
positive	功能	流畅性真的真的没法挑刺
negative	品质	但是那个3.5的屏幕跟那个腻到爆的外形
negative	设计	但是那个3.5的屏幕跟那个腻到爆的外形
positive	设计	我直接被外形跟显示效果吸引
positive	品质	我直接被外形跟显示效果吸引
positive	设计	总结：外形无可匹敌
positive	品质	再说显示效果
positive	品质	比老婆的g18显示效果又强出不多少
positive	功能	速度是很快
negative	设计	但是那颜色真的太夸张
positive	品质	显示效果仅次于苹果
negative	功能	性能：可能是4.0优化差的原因
negative	功能	跟g10和g18的流畅性比起来还是有差距
negative	功能	但是有不少软件都不顺
positive	品质	拍照
positive	功能	速度快
positive	功能	效果好
negative	功能	但是拍近景
negative	功能	难对焦
positive	功能	总结：拍照很犀利
positive	功能	对焦快
positive	功能	效果好
positive	功能	连拍的声音很有feel
negative	功能	但是拍近景不是很得力
negative	功能	但是摄像有点卡
positive	品质	1.屏幕显示出众
positive	功能	运行非常流畅
positive	功能	相机效果好
positive	功能	2.操作流畅
positive	设计	外形大方
positive	品质	手机存储量大
positive	品质	4.3的屏幕是目前智能手机的主流大屏
positive	设计	手机外观很漂亮
positive	设计	索爱的做工实在是太好了
positive	品质	索爱的照相音乐和显示都很给力
positive	品质	索爱的照相音乐和显示都很给力
positive	品质	分辨率很好
positive	品质	4.3的屏幕很霸气
positive	品质	32g的内存很大
positive	品质	各项配置都是最好的
positive	设计	4.造型简约大方
positive	设计	显示效果细腻
positive	设计	色彩艳丽
positive	设计	索尼的ui可以说所有安卓机里最流畅最华丽的
positive	品质	2.触摸屏做得不错
positive	设计	4.无颗粒感
positive	功能	视网膜屏幕名不虚传
positive	功能	5.运行流畅
positive	功能	反应时间极快
positive	设计	做工精细
positive	设计	前后玻璃屏手感极佳
positive	功能	各种大型游戏（无尽之剑2、狂野飙车6等）都给人极其惊艳的感觉
positive	功能	各种应用软件非常丰富
positive	功能	拍照效果极其清晰
positive	功能	3.5寸屏正好可单手操作
positive	品质	1.屏幕：5.3屏幕好像是手机里最大的
positive	设计	色彩艳丽程度以及灵敏度都无可挑剔
positive	设计	色彩艳丽程度以及灵敏度都无可挑剔
positive	设计	色彩灰常鲜艳、真实
positive	功能	速度极快
positive	功能	3.游戏性能：机子回来后装大约20多款游戏
positive	功能	速度非常快
positive	设计	色彩还原程度令人咋舌
positive	品质	4.耗电量：每天20个电话
positive	设计	5.软件：机器自带20多个软件
positive	品质	成像效果不用说非常好
negative	品质	音质一般
positive	功能	照相给力
positive	设计	外观霸气
positive	功能	流畅的ui
negative	功能	但是这样的待机表现我有点惊讶
negative	功能	第二：原机自带的耳机表现真心不好
negative	功能	第三，信号和通话质量也欠佳
negative	功能	第三，信号和通话质量也欠佳
negative	设计	因为外形太丑（也许是个人喜好
positive	设计	其软件确实也多
positive	设计	屏幕漂亮
positive	设计	越来越喜欢c7的外形
positive	设计	手感是越来越好
negative	设计	主要是软件不多
negative	品质	手机屏幕不如苹果
positive	功能	录像效果很爽
positive	功能	录制的录像放电脑上n清晰
negative	设计	1.谁都知道sa屏明显白色不彻底
negative	设计	颗粒感依旧明显
negative	设计	3.色彩是极度鲜艳
negative	设计	别再说色彩还原能力强
positive	功能	对速度性能之类的
negative	品质	但屏幕这块
negative	品质	2、原装电池
positive	功能	尤其是没出现最担心的信号问题
positive	设计	1、正面非常帅
negative	设计	背面很山寨
negative	设计	摄像头那地方的设计太烂
positive	功能	2、侧滑非常牛
positive	设计	很喜欢它的侧滑设计
positive	设计	3、按键很好看
negative	功能	键程却很短
negative	使用	全键盘的按键太难用
negative	品质	4、外放非常烂
positive	品质	1、摄像头效果不错
positive	品质	闪光灯也亮
positive	设计	2、软件多
positive	功能	可玩性强
positive	功能	速度还不错
positive	品质	4、声音好
positive	品质	听筒、外放都好
positive	品质	听筒、外放都好
positive	品质	5、视频能力强
positive	功能	6、接电脑传输速度非常快
positive	设计	7、三星自己桌面的3个桌面不错
negative	功能	1、触摸屏灵敏度不够
negative	功能	2、查电话号码不方便
negative	设计	3、三星的侧边上的快捷栏觉得没有什么用
negative	设计	魔幻立方也是华而不实
positive	功能	4、反应速度虽然算是比较快
positive	品质	清晰度虽然比不上强机
negative	品质	但照相的闪光灯
positive	设计	3、导航功能很好
negative	设计	字体偏小
positive	功能	6、通讯录查找方便
negative	功能	7、主题颜色不能转换
negative	功能	8、不支持长短信
positive	设计	9、制造精细
positive	品质	整体感觉不错
positive	设计	1.外观：时尚大气
positive	设计	金属外壳很有质感
positive	品质	2.显示屏：较大
positive	功能	3.按键手感不错
positive	功能	数据传输方便
positive	功能	传输速度理想
positive	品质	7.存储卡：附送的512m存储卡
positive	功能	8.电子书：只要是记事本格式就能识别
positive	功能	9.待机时间和通话时间：较为理想
positive	功能	9.待机时间和通话时间：较为理想
negative	功能	1.死机：在停止播放mp3是经常死机
negative	设计	2.电话本：没有搜索功能
negative	设计	3.电话留言：此功能缺失
negative	品质	户外模式音量太小
negative	功能	没有免提接听
negative	功能	闹铃响铃时间不足
negative	品质	6.显示屏图标：sim卡装入并被正确识别后还有显示
negative	功能	7.键盘锁：接听电话后的键盘操作
negative	品质	8.充电器：标准配备两块电池1050ma的电池
positive	功能	使用方便（比较适合功能要求较少的人，字体比较大
positive	价格	2、价格还是可以
positive	功能	3、24m的机身内存够用
negative	功能	1、信息干扰比较大
negative	品质	2、电池不耐用
negative	品质	3、外壳很容易磨损
negative	功能	4、不支持红外和蓝牙传输
negative	功能	4、不支持红外和蓝牙传输
negative	功能	5、有时会出现死机和无线号现象（我用动感地带
negative	功能	5、有时会出现死机和无线号现象（我用动感地带
positive	品质	1，分辨率没话说
positive	功能	2，性能还可以
positive	品质	3，电池方面
negative	设计	1，自己的软件平台一堆的杂软件
negative	功能	2，自带的文件管理器删除不了文件夹
negative	功能	3，充电器与平板连接不是很可靠
negative	设计	4，唤醒屏幕的开关机键忒小
negative	功能	触目屏触控单触非常容易变双击
negative	功能	2，wifi莫名其妙的断线
positive	品质	一是屏大靓丽
positive	设计	二是功能齐全
positive	功能	带的mf收音机也很好用
positive	功能	迷你日记更好用
negative	设计	输入字体太小
negative	品质	声音也小
positive	设计	感觉摩托罗拉xt531这个机子除了外观好看之外（适合女孩子用
negative	功能	1.屏幕滑动不灵活
negative	功能	2.按键触感不灵敏（有时要用力按才行
negative	品质	3.分辨率让人眼痛
negative	功能	4.返回键仍然有时迟钝
negative	功能	5.前后摄像头存在系统bug（很多机油出现前后摄像头不能切换的故障，我也不幸中奖
negative	品质	6.照相和视频有点色彩失真
negative	品质	6.照相和视频有点色彩失真
negative	设计	8.后盖确实是设计失误--想打开真是十分费事
positive	价格	整体感觉性价比不错
negative	品质	1.号称500万摄像头
negative	品质	2.感觉1700mah电池容量不够用
negative	品质	3.电池盖已经发现四周合不紧
negative	品质	真真能用的空间就1.35gbrom,400mbram
positive	设计	整体造型不错
positive	设计	软件界面很漂亮
positive	设计	二次开发的4.1ui界面和软件也不错
positive	设计	二次开发的4.1ui界面和软件也不错
negative	设计	可是n9那个尴尬的系统
positive	功能	速度不错
negative	设计	但u的性能略低一些
negative	设计	v889d中虽然联通的定制软件比较多
positive	品质	2、运行内存大就是好
negative	功能	但不太适合双卡双待的
positive	功能	自带的拨号程序已经挺不错
positive	品质	4、屏幕我感觉比u880要好
positive	品质	因为屏幕大一点
positive	品质	而且屏幕并不象联想a750白色很刺激眼睛
positive	功能	5点触控也不错
positive	功能	5、速度
positive	品质	效果还是不错的
positive	品质	听歌的音质也不错
positive	品质	8、听筒的效果挺好的
positive	功能	打电话声音清晰
positive	设计	9、gps定位的问题
negative	功能	名片全能王效果不是很好
negative	功能	没有测试w+g的组合
positive	设计	14、外观有点象iphone的
positive	品质	15、电池电量还算够用
negative	功能	但是听说信号有问题
positive	设计	1.外观
positive	设计	厚度也适中
positive	设计	手感还是相当不错的
positive	品质	500的拍照效果不错
positive	品质	但是，却比魅族mx2的前置摄像头要好
negative	功能	对焦速度比较难
positive	功能	拍照的速度还是很快的
positive	功能	信号都蛮好
positive	功能	至于wifi
negative	品质	5.电池续航
negative	品质	没有闪烁灯提示未看短信和未接来电
positive	设计	动作设置很有意思
positive	价格	这样的性价比还算不错
negative	功能	不过，这款的操作体验和s3,note2比
negative	功能	运行速度差0.5秒有的
negative	功能	相机对焦和成像速度都慢很多
negative	功能	相机对焦和成像速度都慢很多
positive	功能	唤醒屏幕0延迟
positive	设计	外观：个人感觉非常精致、芊薄
positive	品质	4.0的屏非常适合我手小的特点（我认为好的手机拇指覆盖全屏
positive	品质	屏幕感觉比328t大
positive	功能	速度比328t要快
negative	品质	电力很快不足
positive	功能	续航基本3天（原装电磁
positive	功能	流量：只要是移动卡+g3手机=自动3g网路
negative	功能	2、要用qq的话待机时间一般
negative	设计	抓手感不好
negative	品质	4、听音乐喇叭不好
negative	品质	mp3铃声也不好
negative	品质	最致命的是显示像素相对于其配置来说不够高
negative	功能	1、qq同步助手过来或通过蓝牙传输到本机上的号码居然都在血液里面
negative	功能	2、不能截屏（或者我还没找到这个功能
negative	服务	3、数据卡不能识别
negative	功能	这样外接扩展sd卡的功能基本就消失
positive	品质	屏幕显示效果很好
positive	设计	触感也非常不错
positive	功能	系统简洁
positive	功能	到晚上电池差不多还是满的
negative	功能	拔电池后系统时间会重置
positive	设计	机身做工不错
positive	设计	带碎花纹的背盖很薄
positive	设计	但手感不错
positive	功能	wp8ui的流畅度很棒和ios有的一拚
positive	品质	完美屏
positive	功能	兼容性毫无问题
positive	功能	主观感觉读写速度不错
negative	功能	1.没有关闭返回键和主页键震动的选项
negative	功能	1.没有关闭返回键和主页键震动的选项
negative	功能	2.没有锁定竖横屏幕的选项
negative	品质	4.原配的充电器质量不怎么样
negative	品质	侧滑有点松
negative	品质	打电话声音大会破音
negative	品质	外放声音很小
negative	设计	软件自带的多点
positive	功能	信号
negative	品质	充电器还不是原装的
positive	设计	要说外观s8500还是给力的
positive	品质	当然还有那个屏幕效果绝对没有问题
positive	功能	1，先说待机时间
negative	功能	另外就是我后面要说的由于系统垃圾
negative	品质	软件垃圾导致的费电
negative	品质	2耳机
positive	品质	音效应该还算可以
positive	功能	视频播放也很流畅
positive	功能	3拍照用过的手机里感觉很不错
positive	功能	高清视频还是拍文本拍景都不错
positive	功能	高清视频还是拍文本拍景都不错
positive	功能	高清视频还是拍文本拍景都不错
positive	功能	5导航足够使
negative	功能	可玩性和画面基本让你没兴趣
negative	功能	可玩性和画面基本让你没兴趣
negative	功能	至于别的软件
negative	品质	说是4.3的屏幕
negative	品质	人说这个机器的做工不好
negative	品质	有缝隙
negative	功能	信号不好
negative	功能	首先我认为最重要的是手机的续航问题
negative	设计	电源和音量键的手感实在差强人意
negative	设计	电源和音量键的手感实在差强人意
negative	功能	系统方面没好说的
positive	功能	感觉那个音效增强功能很强大
positive	设计	不过超薄的设计还是很吸引眼球
positive	品质	配置相比小米要好的多
negative	功能	好像也不可以截屏(这个有点不接受
negative	品质	全满音量来电却很难听到
negative	品质	播放音乐放扬声器真的觉得丢人
negative	设计	话筒在下方确实影响说话
positive	品质	1屏幕非常赞
positive	品质	分辨率高
positive	功能	2系统非常流畅
positive	品质	3通话质量很好
negative	使用	4外放声音有点小
negative	品质	但内放音质很好
positive	设计	5手机大小适中
positive	功能	手感很好
negative	功能	当然后壳有点软
negative	品质	另外就是分辨率确实弱点
positive	功能	触控还算灵
positive	功能	信号强
positive	使用	声音比较大
negative	功能	再说说wifi功能
negative	功能	个人认为地图不怎么实用
positive	功能	系统流畅度还行
positive	功能	页面滑动很顺
negative	设计	诺基亚这么多年有些细节地方还是没做好
positive	设计	这种全键盘的机器
negative	品质	先说触摸屏
positive	功能	我觉得比e6要好看些
positive	功能	下面的金属质感很强
negative	品质	800w摄像头
negative	功能	但是接打电话、发短信
negative	功能	但是接打电话、发短信
positive	品质	感受：屏幕分辨率不错
positive	品质	阳光下清晰度高
positive	设计	界面华丽（基于2.3.7
positive	设计	外型男人
positive	品质	屏幕听说不错
positive	功能	系统流畅
positive	使用	3g上网那确实快
negative	设计	不足：个人觉得800万的像素让人费解
negative	功能	机身稍微发热
negative	设计	有前置摄像头居然无法视频通话
negative	品质	至于电量
positive	设计	4.5寸屏幕很漂亮
positive	品质	开机色彩很好
positive	品质	1280*720屏幕显示很好
positive	功能	手机运行很流畅
positive	品质	做工比mx要好多
positive	品质	后盖也很有质感
negative	功能	而且4核用起来发热比较严重
positive	品质	1.做工很不错
positive	品质	2.手机份量很足
positive	功能	手感好
positive	设计	外观很漂亮
positive	品质	3.通话质量好
positive	功能	信号不错
positive	使用	声音也不轻
positive	品质	4.机器配置可以
positive	功能	正常运行速度比之前买的山寨机好多（山寨机都是假的
positive	服务	5.当地有售后服务点
positive	使用	6.电池虽然不能换
negative	功能	1.电信定制的软件太多
negative	使用	2.电池不能更换
negative	功能	3.配置跑大型游戏还是不行
negative	品质	配件少（保护套等
negative	使用	5.wifi信号没有我老婆的htcg11强
negative	设计	6.震动的幅度太小
positive	使用	硬件够用
positive	功能	操作很流畅
negative	品质	1、500万摄像头效果不太好
negative	设计	2、充电时操作触摸屏或者导航键
negative	设计	2、充电时操作触摸屏或者导航键
negative	品质	3、电量显示不正常
positive	设计	外观真的不错
positive	品质	色彩艳丽
negative	功能	感觉单手操作不如5230
negative	品质	在这里提到屏幕
negative	品质	真的是颗粒感很强的
positive	设计	不过这个手机外观
negative	品质	充电你要是用手机的话
negative	功能	发热
negative	品质	1.4ghz的处理器
positive	品质	拍照效果
positive	品质	即使是晚上的照片都是清晰的
positive	功能	其实效果还是很不错的
negative	品质	屏幕问题必须要看真机
negative	品质	真的屏幕差不少
positive	品质	除了亮度高
positive	品质	屏幕清晰之外
positive	品质	真的没有htc的那个屏幕细腻
negative	品质	当然我对比过小米手机屏幕
positive	品质	看来htc的slcd还是不错的
positive	功能	所以摸起来还是比较有质感的
negative	设计	背面有点难看
negative	设计	摄像头设计有点突兀
negative	设计	而且音量调节键偏硬
negative	设计	屏幕仔细看有些水波纹的感觉
negative	品质	这个还是htc技术不够硬的缘故
positive	品质	以前用三星的感觉屏幕很好很牢靠
positive	设计	而且个人比较喜欢三星在侧面的电源键
negative	设计	没有照相物理按键也是一大缺陷
positive	功能	现在自带的系统用这个配置足以
positive	品质	2.2的大光圈相机进光确实不错
negative	功能	至于信号跳水
positive	使用	3g上网快
positive	品质	该机最大的有点在与屏幕分辨率高
positive	品质	屏幕显示细腻
positive	功能	配合htcsence的界面非常炫
positive	设计	1、机器屏幕确实很华丽
positive	品质	速度快
positive	使用	2、机器上网速度很快
positive	功能	电话信号也不错
negative	功能	自带几个垃圾软件
positive	功能	4、手机操作非常易上手
positive	品质	电池不含糊
positive	品质	硬件质量无敌
positive	品质	无论外壳质感还是抗摔能力
positive	品质	无论外壳质感还是抗摔能力
negative	功能	wp系统还在起步阶段
negative	功能	第三方的软件游戏类更是可怜
negative	功能	无论界面还是操作
negative	功能	无论界面还是操作
negative	品质	材料做工质感非常差劲
positive	功能	安卓系统
positive	品质	屏幕亮度色彩都好
positive	功能	系统流畅不卡
negative	品质	质感太差
negative	设计	屏幕太大
negative	功能	软件市场的很多软件和游戏都无法使用
negative	功能	软件类也经常出问题
negative	功能	系统无法升级
negative	品质	1.黑色的掉漆
negative	功能	3.itunes慢
negative	功能	同步音乐铃声照片视频比较麻烦
negative	功能	4.wifi上网速度问题
positive	设计	ios系统的漂亮界面
positive	功能	流畅度
positive	品质	拿在手里的质感
positive	设计	这个尺寸我觉得是完美的
positive	功能	软件：每一个都完美
positive	设计	界面漂亮
positive	功能	游戏：不需要越狱
negative	品质	电池也如大家说的一样使劲折腾的话真是不怎么耐用
positive	品质	画面细腻
positive	品质	cpu英伟达1.2g,还不错
positive	品质	1.屏幕画质很好
positive	品质	可视角度很大
